ticker,price,pct_from_hi,pct_above_lo,ret_1y,rs_vs_spy,vol_ratio,all_pass,atr_ratio,range5_pct,ret_6m,ret_15d,contracting_pbs,vol_dry_up,atr_compression,tight_range,hh_hl_count,hh_hl_pct,hh_hl_orderly,candle_quality,abr21_pct,candle_orderly,atr50ma_ext,not_extended_50ma,ret_5d,compression_1w,tightness_score,support_score,avg_close_in_range,close_in_upper_range,up_down_vol_ratio,accumulation_support,distribution_days,quiet_pullback_weeks,quiet_pullback,recent_expansion,post_expansion_tight,base_length,base_depth_pct,base_tightness_pct,base_close_position,pivot_age,breakout_ready,leadership_score,entry_score,sepa_vcp_score,power_play_score,pct_to_pivot,pivot,ret_1m,ret_3m,qm_momentum,qm_ema_ride,adr_pct,qm_adr_pct,qm_consolidation,qm_score,qm_continuation_score,sepa_vcp_qualifies,power_play_qualifies,qm_continuation_qualifies,qualified_count,also_fits,primary_setup,primary_setup_score,setup_score,primary_setup_valid,best_family_excess,best_family_pct,adv_usd,rs_pct_rank,rs_top_20,market_regime,regime_score,regime_eligible
BMY,60.16999816894531,-2.5326115744008337,44.386880434233376,27.991427208890627,-8.652180400116883,0.8954485840164229,False,1.012856220904457,5.417979758582974,41.758035742370936,2.289098339712403,False,True,False,True,26,43.333333333333336,True,0.5454862125575202,1.2684918555983444,True,0.5638821065724202,True,2.6441475013699867,True,2,0,0.5978855328487623,False,0.8996374518467575,False,7,2,True,False,False,65.0,14.851327835448064,5.417979758582974,0.7752045713378378,33.0,False,5,3,3,6,-3.338510606971845,62.24815957913965,2.3924720921965736,10.007981456017333,False,True,2.2121696028100986,False,True,2,3,False,True,False,1,,power_play,6,6,True,0,0.75,747050815.0774956,45.208333333333336,False,risk_on,7,False
BN,46.59000015258789,-5.077336862479564,46.40066719629219,43.97215590402131,7.328548295013796,0.8760478836467249,False,0.959249314270578,12.534879015799921,6.168474507347077,17.473525798886193,False,False,False,False,22,36.666666666666664,False,0.46877026110860487,1.3587029684789496,True,2.8696203264550126,True,10.560039932113963,False,0,0,0.5001104681967352,False,0.8975366708810832,False,3,1,False,False,False,45.0,22.119376000089726,16.226652787795327,0.8038806770150954,44.0,False,2,1,1,3,-4.338037045986143,48.70274319478935,18.700637331434123,-1.449591928821392,False,True,2.673254691373609,False,False,1,2,False,False,False,0,,none,0,0,False,-3,0.375,252649541.1200714,56.388888888888886,False,risk_on,7,False
BNL,20.360000610351562,0.0,41.10086391448375,36.500723519419424,-0.14288408958808674,0.7663445226171615,False,1.0030097224048968,3.7573736447145465,13.329651408336307,10.799228074953792,False,False,False,True,32,53.333333333333336,True,0.48851872156604503,1.0945972589761532,True,3.258683309429498,True,2.2088380139177133,True,2,2,0.741146323767955,True,1.9521262975072275,True,3,1,False,False,False,65.0,13.608068027429313,9.479372531032823,0.9963923664130916,0.0,True,5,4,3,5,-0.04909292326868986,20.3700008392334,7.0715117464661414,10.5623488242093,False,True,2.141662294560874,False,True,2,4,False,False,False,0,,none,0,0,False,-1,0.6666666666666666,76788591.49795532,50.90277777777777,False,risk_on,7,False
BNO,45.470001220703125,-16.828237161837233,78.38368626516666,64.98549383824646,28.341886229238945,0.9823740399500308,True,1.240236194083751,16.95623241145238,63.67890603603048,-10.049452211728305,False,True,False,False,32,53.333333333333336,True,0.395512254045041,1.8357634424159914,False,0.7487571656838055,True,-3.767193183697093,True,1,0,0.45825249012598,False,0.8313065466682075,False,6,2,True,False,False,25.0,22.17032013369945,27.13877242424466,0.17423026736575992,8.0,False,5,2,3,3,-18.307579329220502,55.65999984741211,-12.825917650076269,52.379359879995555,True,False,4.003434850478522,False,True,2,3,False,False,False,0,,none,0,0,False,-2,0.5,407708471.94883347,68.95833333333333,False,risk_on,7,False
BNS,76.55999755859375,-1.5685282075728946,64.900711169064,64.900711169064,28.257103560056485,1.397206473184263,True,0.9036518650018596,6.361017858523756,19.66239153855065,11.652323026585387,False,False,False,True,28,46.666666666666664,True,0.5310802703365978,0.8517415387721031,True,2.9544919769851012,True,5.006163370118233,False,1,2,0.768677232441072,True,1.436610867770746,True,3,1,False,False,False,45.0,13.817480177794305,10.4231922440067,0.8846506517986918,38.0,True,6,5,4,5,-1.5938373322930688,77.80000305175781,9.700525224610178,4.205793230638877,False,True,1.5412220985305736,False,False,1,3,False,False,False,0,,none,0,0,False,-1,0.625,232671954.23103333,68.88888888888889,False,risk_on,7,False
BNTX,102.91999816894531,-14.617556506350017,22.684466465313946,4.753178797908708,-31.8904288110988,0.8900973096737264,False,0.8260061588354074,9.347068517034558,-2.055580152712766,17.67665132209837,False,True,False,False,26,43.333333333333336,True,0.42479203952030276,1.2430309428519166,False,1.5125944824432962,True,7.769631590518644,False,0,1,0.5944259012992118,False,1.6612900632005532,True,3,2,True,False,False,35.0,28.39262092950687,16.925773521434138,0.7421502305634983,34.0,False,2,3,3,3,-7.321030760371339,111.05000305175781,14.355553521050357,-5.57798333124283,False,True,2.749618997537135,False,True,2,3,False,False,False,0,,none,0,0,False,-2,0.5,76165815.00984192,27.152777777777775,False,risk_on,7,False
BOIL,13.569999694824219,-80.49166162866301,3.1939170226446434,-75.84549729243409,-112.4891049014416,0.6220649956967018,False,0.6187139344973462,9.57995740582589,-45.17171840475063,-17.50760446530585,False,True,True,False,25,41.66666666666667,True,0.4711182974779134,2.4381870489954833,True,-4.157503657493009,True,-1.0932986099501996,True,2,0,0.45911267498521785,False,0.29172474311678814,False,6,5,True,False,False,25.0,36.04363128539694,23.065594241015784,0.09215956452636102,20.0,False,1,2,2,3,-32.72186592218604,20.170000076293945,-28.541338291837203,-17.356884093955394,False,False,4.615318381462283,False,True,1,2,False,False,False,0,,none,0,0,False,-3,0.375,181956148.66958618,0.3472222222222222,False,risk_on,7,False
BOOT,163.08999633789062,-21.583806285127483,82.97991850508717,81.75636937083472,45.11276176182721,1.1660588634849873,False,1.0441687207679267,9.436507287524469,-12.81407117157418,6.713337946680009,True,False,False,False,23,38.333333333333336,False,0.46719313245397825,2.457232235183617,True,-0.9608684922882275,True,5.117629876739671,False,0,0,0.5340267464062841,False,0.7671775209011605,False,5,1,False,False,False,25.0,21.204597497764492,18.345697983190163,0.8345422428624525,24.0,False,2,1,2,3,-3.5084651429845626,169.02000427246094,3.299969149953652,-15.361464387606972,False,False,4.973913471507623,False,False,0,1,False,False,False,0,,none,0,0,False,-3,0.375,117929759.58854675,75.13888888888889,False,risk_on,7,False
BOX,23.75,-38.391697872804045,11.13710373093264,-20.24849075758951,-56.892098366597025,0.8756192208519847,False,0.983576135404269,13.452630293996712,-26.87807778717489,-0.2938694194837832,False,False,False,False,22,36.666666666666664,False,0.42389445010321236,1.8722532348661933,False,-0.05640908686919851,True,11.13710373093264,False,0,0,0.3638314185295896,False,1.120947884616183,False,5,2,True,False,False,25.0,15.951159253322949,13.515785618832238,0.5950618028168484,24.0,False,1,2,2,4,-6.459233671021947,25.389999389648438,-3.612010599409099,-8.123792458336244,False,False,3.7583134112041083,False,True,1,2,False,False,False,0,,none,0,0,False,-2,0.5,59843396.039915085,10.48611111111111,False,risk_on,7,False
BP,44.59000015258789,-6.382533796671275,71.94471232912178,70.70143548956874,34.05782788056123,0.8848490523483878,True,1.2717412803907133,10.181657097984678,39.70103813076704,-3.422131425207975,False,True,False,False,36,60.0,True,0.4463171935679873,1.138619477217524,True,1.5003490430864364,True,-3.98363162968981,True,1,1,0.6338354880104168,True,1.145392021304127,False,7,2,True,False,False,35.0,20.530349603131608,10.181657097984678,0.6286578847792037,12.0,False,5,4,4,5,-7.6237834478493305,48.27000045776367,-0.04483402261831193,27.66467912142594,False,False,2.5309380054391797,False,True,1,2,False,False,False,0,,none,0,0,False,-1,0.625,866420340.2043533,71.18055555555556,False,risk_on,7,False
BPOP,146.89999389648438,0.0,79.51977456439047,79.51977456439047,42.87616695538296,1.4365153834757272,True,0.8972117502835318,4.479239009152989,31.101552644135964,10.642456254672483,False,False,False,True,27,45.0,True,0.44720681118897143,1.0986353618193898,True,2.5224772720373165,True,1.436256364501487,True,2,1,0.5715626239975349,False,1.219228188645759,True,4,1,False,False,False,35.0,16.54890064870772,8.50238666583292,0.9084435844292371,0.0,True,8,3,3,4,-1.5151580250323482,149.16000366210938,13.94663045525093,15.343132844280326,False,True,2.2905704360181964,False,True,2,3,False,False,False,0,,none,0,0,False,-2,0.5,71270335.93177795,74.16666666666667,False,risk_on,7,False
BR,162.9199981689453,-38.119694131611034,7.808366485591378,-29.55197640121108,-66.1955840102186,0.6676687013738328,False,0.8829686721932354,9.010552934427574,-27.330794761889145,1.9333018222428944,False,True,False,False,25,41.66666666666667,True,0.46519766566620663,1.5597636485832738,True,-1.8686532256176671,True,7.808366485591378,False,0,0,0.43627918011564715,False,0.6137349755935406,False,5,2,True,False,False,25.0,17.753421313142123,9.256068464123066,0.3956788419895581,22.0,False,2,2,2,5,-10.728768126605303,182.5,-6.8709295213865484,-25.075146776118217,False,False,3.2088049088156443,False,True,1,2,False,False,False,0,,none,0,0,False,-1,0.625,301503212.89398193,6.805555555555555,False,risk_on,7,False
BRBR,16.139999389648438,-79.54891058778628,7.528308751070423,-78.16558470042136,-114.80919230942888,0.8026389800968143,False,0.8613141637577165,14.12639293179586,-51.40018116653698,6.605013366242862,False,True,False,False,16,26.666666666666668,False,0.44538285594854987,2.5174322199132506,True,-1.1488384474234234,True,7.528308751070423,False,0,0,0.4221482249602547,False,1.1292151703016517,False,6,1,False,False,False,25.0,25.771847375384567,18.246585207671746,0.3969540902170059,22.0,False,1,1,2,4,-15.541607147277247,19.110000610351562,-7.188039355217423,-32.496865359054596,False,False,5.585272707356803,True,False,1,2,False,False,False,0,,none,0,0,False,-2,0.5,56704022.0337677,0.2777777777777778,False,risk_on,7,False
BRK-A,711559.0,-12.082658923827761,2.737366445278666,-8.098302768704613,-44.741910377712124,0.5555555555555556,False,0.7739395398576328,1.840887403574405,-2.9356959676979266,-0.13207017543859223,False,False,False,True,23,38.333333333333336,False,0.4398045061128013,0.49153608720071224,False,-2.722522414599913,True,-1.172772891224061,True,2,0,0.480976566918244,False,0.5909090909090909,False,4,3,True,False,False,35.0,7.702435813034891,3.267473252393688,0.18049572649572648,34.0,False,0,2,2,4,-6.312179065174462,759500.0,-2.0619649296666376,-3.940735740803236,False,False,1.0570818600235299,False,True,1,2,False,False,False,0,,none,0,0,False,-2,0.5,125398620.0,17.5,False,risk_on,7,False
BRK-B,474.5799865722656,-12.082253185547899,3.369563223256189,-8.107275562998929,-44.75088317200644,1.454047755478928,False,0.8379602525052584,3.6031809325641753,-2.911153834291691,-0.14518115121011643,False,False,False,True,23,38.333333333333336,False,0.4190415763779383,0.5513132215484406,False,-2.2278442260489437,True,-1.1085658245218233,True,2,0,0.4337818392616105,False,0.5250874852093351,False,6,2,True,False,False,25.0,6.630308728269443,5.044461022117046,0.320788548723957,22.0,False,0,2,2,4,-4.503381613736101,496.9599914550781,-2.0414090910722993,-3.7929051163728134,False,False,1.2632538579022734,False,True,1,2,False,False,False,0,,none,0,0,False,-2,0.5,2168533121.8406677,17.430555555555554,False,risk_on,7,False
BRKR,40.70000076293945,-25.15403412623173,39.23653161919158,8.424319867190832,-28.21928774181668,1.7221452004776874,False,0.9126715620941148,8.206388427464658,6.815672336098411,15.166951293742592,False,False,False,False,19,31.666666666666664,False,0.37842254645299545,1.7172939699607543,False,1.8741353949647337,True,8.27347857868379,False,0,2,0.5172916982877296,False,1.2670639448882126,True,2,1,False,False,False,25.0,20.741857860732097,11.744468525045924,0.9905423256525204,3.0,True,1,5,4,4,-0.19616973700851137,40.779998779296875,19.77993319252136,-15.765423219246921,False,True,4.238034743680438,False,False,1,3,False,False,False,0,,none,0,0,False,-2,0.5,69078263.7043953,29.86111111111111,False,risk_on,7,False
BRO,67.72000122070312,-42.57788672528518,6.763362596385303,-42.57788672528518,-79.22149433429269,0.6730256824277132,False,0.8959847177318275,6.0395692028432,-22.194330882953007,3.9607028787671084,False,True,False,True,26,43.333333333333336,True,0.5380904608804367,1.6168327153394038,True,-0.38189926115674006,True,4.056544737816359,True,2,0,0.5693605303413456,False,1.0516466547668857,False,5,2,True,False,False,25.0,10.315996614395349,6.763133666719392,0.6085166274716937,22.0,False,2,3,3,5,-4.038541145594077,70.56999969482422,0.9540837390856316,-15.166063351659776,False,True,3.0033881095743586,False,True,2,3,False,False,False,0,,none,0,0,False,-1,0.625,225090154.9842453,2.986111111111111,False,risk_on,7,False
BROS,53.439998626708984,-28.01724115783053,14.45705761091769,-7.463205841196563,-44.10681345020407,1.5246923240724826,False,0.9624376057195085,8.158683986515786,-1.9989000128159295,11.286959844393408,True,False,False,False,22,36.666666666666664,False,0.4542224663440612,2.2299659084928223,True,0.5501573782903938,True,-4.366503927643084,True,1,0,0.41149915452807145,False,0.7480297694776012,False,4,1,False,False,False,25.0,23.402059713644707,15.812127582496222,0.650513765820702,7.0,False,1,1,2,2,-8.17869772136075,58.20000076293945,4.415784111092802,-14.01448541484448,False,True,4.788013855689858,False,False,1,2,False,False,False,0,,none,0,0,False,-3,0.3333333333333333,208360952.3892212,17.98611111111111,False,risk_on,7,False
BRX,30.920000076293945,0.0,31.181130550795366,28.879701169903772,-7.763906439103739,0.9320513468438874,False,0.9235061480624032,5.045276397455183,17.929909514481302,9.125508789488613,False,True,False,True,31,51.66666666666667,True,0.4463428793975132,0.8747285019900649,True,3.5411851838450463,True,4.072706257516079,True,2,2,0.6900318714698528,True,1.62750030816123,True,3,2,True,False,False,65.0,18.163161084262804,7.309179547078724,0.9928869338287398,0.0,True,5,5,3,6,-0.12919576667161925,30.959999084472656,5.764955485837131,17.18614346847307,False,True,1.7531075141103796,False,True,2,4,False,True,False,1,,power_play,6,6,True,0,0.75,68101072.02027321,45.90277777777778,False,risk_on,7,False
BRZE,22.65999984741211,-38.574138730480314,43.508549095353246,-20.267418062698884,-56.9110256717064,0.6752388949612749,False,1.026928291289823,22.285971661142426,-13.213330839876225,-2.788501215883643,False,False,False,False,18,30.0,False,0.4797322965906087,3.2825116898924382,True,2.069029491101312,True,19.451769465589443,False,0,0,0.3578543688399407,False,0.6065685256298903,False,6,2,True,False,False,25.0,27.17704997473924,23.477492191738875,0.7615793601966843,11.0,False,1,2,2,4,-6.479569642944016,24.229999542236328,20.021190967531943,-1.6066036830296393,False,True,6.373604654984064,True,True,3,4,False,False,False,0,,none,0,0,False,-1,0.6666666666666666,93539341.22908592,10.416666666666668,False,risk_on,7,False
BSX,64.2300033569336,-40.604768152900576,4.81397623433597,-32.566925609518535,-69.21053321852605,0.7549679502691341,False,1.0494432035377053,6.414446079022373,-34.31171593496366,-8.465148877031814,False,False,False,True,22,36.666666666666664,False,0.4313470502060066,1.1706228975151614,False,-2.693901260918266,True,3.9488629313049417,True,2,0,0.5264659291618996,False,0.5326308160463844,False,5,3,True,False,False,25.0,15.777039065383294,7.737812776354698,0.3207050634634419,21.0,False,0,2,2,4,-10.717262750654344,71.94000244140625,-9.890566137903667,-27.06937256784353,False,False,2.6202914819830743,False,True,1,2,False,False,False,0,,none,0,0,False,-2,0.5,1029114575.6926537,5.625,False,risk_on,7,False
BSY,35.08000183105469,-39.9778396071073,12.076685898185113,-18.595770012990485,-55.239377621997996,0.7768698251047303,False,0.9523641816505356,12.200680033910352,-30.008002336919848,-3.0939196361326804,False,False,False,False,22,36.666666666666664,False,0.48266580161826683,2.130584815506766,True,-0.3649507362521366,True,12.076685898185113,False,0,0,0.4396328440874629,False,0.8636492148874164,False,3,2,True,False,False,25.0,20.84724179764202,14.253140383026903,0.5233991955781462,22.0,False,1,2,2,4,-9.935812210733076,38.95000076293945,-5.495682003044977,-10.216746800426224,False,False,3.9668033525728243,False,True,1,2,False,False,False,0,,none,0,0,False,-2,0.5,89819564.26481247,11.041666666666666,False,risk_on,7,False
BTC,34.29999923706055,-38.27604926142326,21.847245832578686,-8.239705037573952,-44.88331264658146,1.4540052048230705,False,0.804034578047394,9.795920364689517,-28.452231498498904,13.163971763184957,False,False,False,False,24,40.0,True,0.4489965313785853,1.1364519558116724,True,3.3586514860594976,True,5.73366426970241,False,0,2,0.7051181781090664,True,0.9478162686028824,False,2,1,False,False,False,35.0,16.974066765115904,13.819247183379844,0.9320880411210026,0.0,True,2,4,3,3,-1.1527421241619096,34.70000076293945,9.096687832129046,-18.87417164766777,False,True,2.469726572440418,False,False,1,3,False,False,False,0,,none,0,0,False,-2,0.5,97030061.45913124,17.36111111111111,False,risk_on,7,False
BTDR,12.890000343322754,-50.231658173073704,77.06043917356,74.66124855608155,38.017640947074035,1.429417457497364,False,1.0074441356828805,23.42901026883035,-50.193196440038314,47.99081844855038,False,False,False,False,22,36.666666666666664,False,0.379477536135714,3.0692069545150527,False,4.101103260701948,False,19.851233902035336,False,0,2,0.6002559465207367,True,2.1437581735821403,True,4,0,False,False,False,,,,,,False,2,2,2,2,,,47.99081844855038,-18.623735990199307,True,False,7.7716407667434675,True,False,2,3,False,False,False,0,,none,0,0,False,-2,0.5,73703899.23361778,72.63888888888889,False,risk_on,7,False
BTG,5.0,-19.17442875069758,74.04510769515748,50.66593539953179,14.02232779052428,1.1639769690199773,False,0.6943966247689063,6.599998474121094,-15.500541812998891,22.24938419223088,False,False,False,True,25,41.66666666666667,True,0.40673822027537454,2.1272387534272874,False,-0.15076986774497306,True,1.4198818275611647,True,2,2,0.3824906745680605,False,1.457065032989296,True,2,1,False,False,False,25.0,24.2187460709828,11.799993515014648,0.9032258808799032,0.0,True,3,4,4,4,-2.3437478172126713,5.119999885559082,8.695654427396814,9.590999661896827,False,True,4.4841451548403235,False,True,2,4,False,False,False,0,,none,0,0,False,-1,0.6666666666666666,135270400.76947927,61.38888888888889,False,risk_on,7,False
BTI,56.68000030517578,-8.766984704279546,48.09043427092008,43.558833111690554,6.915225502683043,0.9299416227065059,False,0.9777845682840862,6.898376546153731,13.941294895045232,-1.2973425194300447,False,False,False,True,29,48.333333333333336,True,0.44328914876467873,0.8244220770360926,True,-1.7963543573285934,True,-3.6218347532339767,True,2,0,0.507845639417592,False,0.7949995001132396,False,6,2,True,False,False,25.0,8.50531871596075,7.798161865115051,0.21290152988694747,23.0,False,2,2,2,5,-6.694523349156622,60.74670248701147,-1.0084949100228169,-1.2295320622810801,False,False,1.8158700804572832,False,True,1,2,False,False,False,0,,none,0,0,False,-1,0.625,254671143.05080414,55.97222222222222,False,risk_on,7,False
BTSG,47.27000045776367,0.0,202.62484509660896,181.20167733219898,144.55806972319147,0.5510972381866307,True,0.8383375706889264,5.172413097412292,60.509335256959695,10.366561841913535,False,True,False,True,24,40.0,True,0.45232422635604086,1.9603963662811796,True,3.399690047124886,True,4.279723248058476,True,2,2,0.6566479158368017,True,1.0854310102411988,False,2,1,False,False,False,25.0,21.393136298750825,10.122698965673939,0.9896399053156978,0.0,True,11,4,6,6,-0.22163491764923826,47.375,9.751569056649355,20.586733514693645,False,True,3.899408580608256,False,True,2,4,True,True,False,2,power_play,sepa_vcp,6,6,True,0,0.75,100237128.58455658,89.93055555555556,True,risk_on,7,True
BTU,25.649999618530273,-35.06329210498665,114.60335085072644,112.67313611338992,76.0295285043824,1.150740403919079,False,0.926577395171487,14.26900546527893,-22.259122711156753,-31.47208279615371,False,False,False,False,17,28.333333333333332,False,0.41473414612221904,2.8806475201615704,False,-4.049709141121697,True,-9.331923688797305,False,0,0,0.41622015343269164,False,0.2995123072369954,False,8,2,True,False,False,25.0,38.74574346911579,33.64522883610759,0.028230796383934713,20.0,False,2,2,2,2,-37.65192027449501,41.13999938964844,-29.260891324151338,-29.29730134982981,False,False,5.911420175096149,True,True,2,3,False,False,False,0,,none,0,0,False,-2,0.5,135737115.2678299,82.36111111111111,True,risk_on,7,False
BUD,75.76000213623047,-6.411358872972039,32.679516919017914,19.236212163047895,-17.407395445959615,0.5798025590065581,False,0.8823900910080603,3.101908708093593,23.106923966774318,11.510155157218982,False,True,False,True,27,45.0,True,0.42945210104057796,0.7998199189424673,False,1.0212293206530827,True,0.03961280597795103,True,2,0,0.48484980018241897,False,0.823675515346577,False,4,1,False,False,False,25.0,12.304692971519907,7.523765069841285,0.8899470463762008,0.0,True,3,2,2,5,-1.3541678049497685,76.80000305175781,8.336910918936734,10.48563872452366,False,True,1.6404637604981298,False,True,2,3,False,False,False,0,,none,0,0,False,-1,0.625,144192062.94075012,38.19444444444444,False,risk_on,7,False
BULL,6.71999979019165,-81.44671572691571,45.140380649928005,-81.44671572691571,-118.09032333592322,1.5803262811494247,False,1.0003707411862424,28.9434558390947,-42.808512423900844,33.069297750140734,False,False,False,False,19,31.666666666666664,False,0.4881229099658113,2.653625556005203,True,3.321093432558274,True,36.30831692049461,False,0,3,0.6644288322461038,True,1.4109488420324923,True,2,2,True,True,True,25.0,33.431954916600056,30.05953155998629,0.9823006926375506,0.0,True,1,6,4,4,-0.5917224457964498,6.760000228881836,28.48947926738483,-17.647059854751657,True,False,5.137727731736796,True,True,3,5,False,False,True,1,,qm_continuation,5,5,True,0,0.8333333333333334,70589965.32647133,0.20833333333333334,False,risk_on,7,False
BURL,347.260009765625,0.0,60.93243661605907,53.437609812442034,16.794002203434523,0.7811891109502866,True,0.8635909958640711,5.540514223725497,26.55248450793575,8.447587218508668,True,True,False,True,24,40.0,True,0.44178982676230905,1.4454776011864836,True,3.12723011586724,True,4.054175031879637,True,2,0,0.48724414135478805,False,1.1780573588881487,False,3,1,False,False,False,55.0,17.62238528619217,7.161779190749007,0.9866322651516999,0.0,True,7,2,5,5,-0.23557137390040062,348.0799865722656,15.587663759118042,13.368813467865337,False,True,2.9548108591325706,False,True,2,3,False,False,False,0,,none,0,0,False,-1,0.625,230418820.6300354,63.05555555555556,False,risk_on,7,False
BVN,35.7400016784668,-18.158911891408568,156.75288421393597,138.42563191580894,101.78202430680142,1.0631411937977635,False,0.8744618311672732,11.359824237885107,33.55755370993205,10.104752577036091,False,False,False,False,25,41.66666666666667,True,0.42790993062253513,2.178104957934939,False,-0.6508598790620688,True,-5.374632657383527,False,0,0,0.5137169119397861,False,0.6639941452118537,False,7,1,False,False,False,25.0,23.62525220898948,12.78679205428696,0.6185347449907428,5.0,False,6,2,2,2,-9.012212858560186,39.279998779296875,4.932472805163179,3.0565206573334835,False,False,4.899322050094414,False,False,0,1,False,False,False,0,,none,0,0,False,-4,0.25,52372449.16810036,86.31944444444444,True,risk_on,7,False
BW,18.360000610351562,-0.37981385602343654,6880.988521460391,5284.164548677026,5247.520941068018,0.7713415401656472,True,1.0344856775601081,11.563176038715437,408.587289304179,26.970958242849143,False,True,False,False,27,45.0,True,0.5341929396528422,5.1328103461998325,True,3.7761859139421072,True,5.275229633722356,False,0,1,0.5804172764808105,False,1.4630248427938979,True,4,2,True,False,False,,,,,,False,12,3,4,5,,,29.569516665475426,118.05226180511745,True,True,9.06787688915107,True,True,4,5,False,False,True,1,,qm_continuation,5,5,True,0,0.8333333333333334,55505777.43879318,99.93055555555556,True,risk_on,7,False
BWA,55.65999984741211,-16.11593609996178,116.97735267416003,116.97735267416003,80.33374506515253,0.966686496133254,True,0.8405484757255015,8.605822724863074,30.918277685265537,1.643538264180333,False,True,False,False,26,43.333333333333336,True,0.39079190868474034,1.116596879586415,False,0.3161196310924194,True,2.165933030636258,True,1,0,0.5500087219922073,False,1.0025891351338512,False,5,2,True,False,False,35.0,13.502739021130502,8.677682410345875,0.6953233776735481,34.0,False,6,3,4,5,-4.11396891711362,58.04807980768143,6.9356400831244835,18.298042669858706,False,True,2.541635251073481,False,True,2,3,False,False,False,0,,none,0,0,False,-1,0.625,113502978.166008,83.75,True,risk_on,7,False
BWXT,235.77999877929688,-1.1072894094134367,136.23682086652244,128.50327340525612,91.8596657962486,1.3822663539743525,True,0.9802171094518229,5.861399353536786,13.124457286105851,14.964163532795505,False,False,False,True,25,41.66666666666667,True,0.4976733978303922,2.559130870458557,True,2.865757766960882,True,2.7050534725591824,True,2,0,0.46253219934049944,False,1.147877445551864,False,5,0,False,False,False,25.0,21.90886170774757,12.77462487569633,0.8859945773419989,1.0,True,7,2,3,4,-2.4977290389474605,241.82000732421875,12.824195425240003,8.359904821605735,False,True,4.254596172950777,False,True,2,3,False,False,False,0,,none,0,0,False,-2,0.5,221502985.39085388,85.0,True,risk_on,7,False
BX,129.0800018310547,-30.178530587362438,26.400311750260897,3.1647846977244765,-33.47882291128303,0.8043794813190054,False,0.923168408187857,13.906102179744229,-16.604966957992083,17.741498736588103,False,False,False,False,23,38.333333333333336,False,0.5009778268644592,1.946573075620251,True,2.433988948274053,True,12.409648848534838,False,0,0,0.5568475036940909,False,0.9643536072192274,False,3,1,False,False,False,45.0,25.467067724582503,17.454284808107253,0.786823843305064,44.0,False,1,1,1,2,-5.4289716198161475,136.49000549316406,13.69682305906399,-20.134419923808757,False,True,3.7110734392682962,False,False,1,2,False,False,False,0,,none,0,0,False,-3,0.3333333333333333,1083441607.3326874,25.416666666666664,False,risk_on,7,False
BXP,58.04999923706055,-23.979610544759556,14.41744951445667,-3.484218017735863,-40.12782562674337,1.262787151641838,False,0.826938883940527,10.404825141963583,-15.548211376500987,10.69393189033303,False,False,False,False,22,36.666666666666664,False,0.45647435959512717,1.3781233442577936,True,1.6465415506192986,True,9.528300447284055,False,0,2,0.6395233914533788,True,1.0811962084205629,False,2,2,True,False,False,35.0,18.102449518541732,12.919896810630474,0.8302907514261856,34.0,False,1,5,4,4,-3.072153105137132,59.8899089340415,11.174939818890483,-13.399706488662911,False,True,2.933359830093811,False,True,2,4,False,False,False,0,,none,0,0,False,-1,0.6666666666666666,113421505.91217041,20.069444444444446,False,risk_on,7,False
BXSL,24.670000076293945,-17.00917910008669,8.444024894313863,-2.2452288546734422,-38.88883646368095,1.010818861562422,False,1.0052663898906984,7.94487631033575,1.031792142754151,6.185718085630398,False,False,False,True,24,40.0,True,0.5108247380585499,1.398827553610412,True,1.7736974344290657,True,6.65802408734848,False,1,0,0.560589570224545,False,1.11268971248788,False,6,1,False,False,False,55.0,11.624283961432202,10.194573527439108,0.7443659648212066,54.0,True,2,3,3,4,-2.971562615125045,25.425535792602147,4.789111486274633,-3.8280269851692528,False,True,2.5867901831733358,False,False,1,2,False,False,False,0,,none,0,0,False,-2,0.5,62846196.36499405,20.97222222222222,False,risk_on,7,False
BYD,87.5199966430664,-2.037822038520587,38.57100259042525,36.26219585638437,-0.3814117526231371,0.7044010355377736,False,0.8938228218371794,4.901729262660659,7.090001590747663,5.5220569892022064,False,False,False,True,25,41.66666666666667,True,0.4793661761714327,1.3254550969825525,True,1.8752792759617298,True,1.1791868705969932,True,2,1,0.6106647699767382,True,0.768594165580528,False,4,1,False,False,False,65.0,14.562026773633823,6.39853597910843,0.8301469436778041,63.0,True,4,4,3,5,-2.4734047537473547,89.73962068713689,7.084293464233182,-1.0322344757187185,False,True,2.695400625274287,False,True,2,3,False,False,False,0,,none,0,0,False,-1,0.625,70036454.34642792,50.69444444444444,False,risk_on,7,False
BZ,14.210000038146973,-42.5533457878549,8.888887589715733,2.7276462757064524,-33.915961333301055,0.853814311183093,False,0.8315762371952214,13.089371229303639,-33.90697656675826,4.870847513813326,False,True,False,False,17,28.333333333333332,False,0.4682394314112924,1.6150725346397519,True,-1.847999901404748,True,8.888887589715733,False,0,0,0.3225083111645308,False,0.8869676218957886,False,5,2,True,False,False,25.0,13.526240387928537,13.089371229303639,0.6766169885990804,22.0,False,1,3,3,4,-4.374156349581071,14.859999656677246,3.798396447789454,-26.258434350882855,False,False,3.336576914416858,False,True,1,2,False,False,False,0,,none,0,0,False,-2,0.5,59928155.69738865,24.930555555555557,False,risk_on,7,False
